author,text,clean_text,likeCount,publishedAt,sentiment
@AbbgamingG,0:53 beautiful ❤❤❤❤,beautiful,0,2025-06-17T15:52:48Z,positive
@LANDO_XP,2025 any1???,,0,2025-06-17T15:08:11Z,neutral
@MjVoß-k1y,❤,,0,2025-06-17T14:51:33Z,neutral
@laweyricoon6345,"""LEAVE ME ALONE FREDDIE MERCURY! YOU'RE SUPPOSED TO BE DEAD!""

4:16",leave alone freddie mercury youre supposed dead,2,2025-06-17T11:46:49Z,neutral
@giseljs,L vivbtto 0:07,l vivbtto,1,2025-06-17T11:44:08Z,neutral
@gamerjugnu,💬 Makes me think of… this is my childhood song 🎶,makes think childhood song,2,2025-06-17T10:10:28Z,neutral
@LoraxGuy2005,"Thanks, YouTube. You've managed to make the song that YOU put on MY mixes AUTOMATICALLY, pause. Seriously, dude. Just let me listen to music.",thanks youtube youve managed make song put mixes automatically pause seriously dude let listen music,1,2025-06-17T10:09:54Z,neutral
@outgrown3094,"1572 DAYS listening to Bohemian Rhapsody everyday, until im famous 17th june",days listening bohemian rhapsody everyday im famous th june,2,2025-06-17T10:06:14Z,neutral
@PedgeTheWedge,"ALMOST 2B VIEWS
WE LOVE U FREDDIE❤",almost b views love u freddie,2,2025-06-17T09:54:14Z,positive
@userft9h6rev,Please help Ukraine!!!❤❤❤,please help ukraine,3,2025-06-17T09:27:57Z,neutral
@kolomlynsky965,Umíš hovno a furt meleš to nikdy v kreatury tohoto světa držet hudbu hubu kurvy 🥂,um hovno furt mele nikdy v kreatury tohoto svta dret hudbu hubu kurvy,1,2025-06-17T08:44:14Z,neutral
@Grp66,it's my first comment 17-6-2025,first comment,2,2025-06-17T08:11:23Z,positive
@hamzahibrahim9727,"Don’t worry guys, the 70s will be back in 45 years",dont worry guys back years,2,2025-06-17T07:28:38Z,neutral
@aadityasharma9192,"Indians in the chat, hit like.",indians chat hit like,2,2025-06-17T06:27:59Z,neutral
@jjunee_baby,Anyone in 2026?,anyone,3,2025-06-17T06:10:22Z,neutral
@SG0712-t9h,Greatest song of all time. Timeless classic.,greatest song time timeless classic,4,2025-06-17T05:28:32Z,positive
@nunpuii.renthleii,Rest in peace freddie😢😢😂😂😂😂❤,rest peace freddie,5,2025-06-17T03:45:56Z,neutral
@heatherbiron1089,I can fall asleep listening to this,fall asleep listening,5,2025-06-17T02:28:40Z,neutral
@simigonzalez5704,"This music just rocks! Omg! I’m not into rock but wow!!!!❤❤️😍😻the voice, the guitar, fenomenal!!!",music rocks omg im rock wowthe voice guitar fenomenal,3,2025-06-17T01:58:25Z,neutral
@DIONEGSTHEVERSE,People who came here for thunderbolts poster end credits references,people came thunderbolts poster end credits references,3,2025-06-17T00:40:41Z,neutral
@Adrian-y1u1b,Pobre de tu esposa si cree que 6 minutos son mucho,pobre de tu esposa si cree que minutos son mucho,3,2025-06-16T23:39:05Z,neutral
@rocky-tina,Never get tired of this song even in 2025...,never get tired song even,6,2025-06-16T22:31:45Z,negative
@Justarandomguy-380,"Only 1.9B, we need to hit 2B",b need hit b,3,2025-06-16T20:20:06Z,neutral
@MJGV78,Espectacular!!! ❤16/6/25,espectacular,1,2025-06-16T20:12:06Z,neutral
@НаталияЛовчук,Я из 2025!))) привет!,,3,2025-06-16T19:59:41Z,neutral
@migueltaco9371,❤❤❤,,1,2025-06-16T19:55:55Z,neutral
@GiomaraCatagua,"Wat
Bohemian rhapsody",wat bohemian rhapsody,1,2025-06-16T18:59:45Z,neutral
@1supercoyito,🎉lo mejo,lo mejo,1,2025-06-16T18:12:42Z,neutral
@MauroAyosa,16 de junio de 2025 sigue vigente,de junio de sigue vigente,1,2025-06-16T17:50:00Z,neutral
@Juanagaliciatorres,Anyone in june 2025?,anyone june,4,2025-06-16T17:38:05Z,neutral
@kmaister4220,Anyone in June 5470??,anyone june,1,2025-06-16T17:24:21Z,neutral
@Stallion-zt9rc,Alguien en el 200 A.C,alguien en el ac,1,2025-06-16T16:40:41Z,neutral
@swazibuck,He just knows how to hit even today,knows hit even today,1,2025-06-16T16:01:20Z,neutral
@andimuhammadfirmanmaulana3251,2025🤗,,0,2025-06-16T15:59:09Z,neutral
@OnFast24,QUIEN VIENE DEL VIDEO DE IG?,quien viene del video de ig,2,2025-06-16T15:55:51Z,neutral
@Thelouisempire2424,Everytime I hear this masterpiece art music I got goosebumps and I still can’t believe this song is half of the century old,everytime hear masterpiece art music got goosebumps still cant believe song half century old,1,2025-06-16T14:52:31Z,neutral
@jimmythereal-q9t,"My friend dosent know this song, so now he has to listen to it",friend dosent know song listen,0,2025-06-16T14:32:17Z,neutral
@SoArone,f  cker song i like it,f cker song like,0,2025-06-16T13:47:02Z,neutral
@FranceMatte-x4f,"Bientôt  2 milliards de visionnements, yes!",bientt milliards de visionnements yes,1,2025-06-16T11:46:39Z,neutral
@yonlatif9881,I like the solo,like solo,0,2025-06-16T11:19:22Z,neutral
@岡田怜磨,"岡崎市
岡崎です
族仲間
　　　私が16歳
　　　　　初めて出会った
　　　　　　　グレイテスヒッツ
　　　　それがクイ―ン
　　　　　　　今頃どうしてるかな
　　　　　　　　　　　　　ＦＸより",,0,2025-06-16T10:41:17Z,neutral
@Slowrockballads-i4x,"To anybody who's reading this, I pray that whatever is hurting you or whatever you are constantly stressing about gets better. May the dark thoughts, the overthinking, and the doubt exit your mind right now. May clarity replace confusion. May peace and calmness fill your life. Amen🙏",anybody whos reading pray whatever hurting whatever constantly stressing gets better may dark thoughts overthinking doubt exit mind right may clarity replace confusion may peace calmness fill life amen,19,2025-06-16T10:09:56Z,neutral
@AuclairTV,Man when he’s like yelling and running around stage. It’s the funniest thing ever. He’s just too good. Like if you actually watch what he’s doing. He’s just fucking killing it 24/7. He loves doing shit with his mic stand. It’s the perfect air guitar and cane. 😂😂,man hes like yelling running around stage funniest thing ever hes good like actually watch hes hes fucking killing loves shit mic stand perfect air guitar cane,0,2025-06-16T10:05:49Z,neutral
@eduarttoc6361,Aquí escuchando la canción más sobrevalorada de la historia,aqu escuchando la cancin ms sobrevalorada de la historia,0,2025-06-16T09:23:08Z,neutral
@outgrown3094,"1571 DAYS listening to Bohemian Rhapsody everyday, until im famous 16th june",days listening bohemian rhapsody everyday im famous th june,0,2025-06-16T08:54:25Z,neutral
@ReynaldoFlorentino-e3y,I'm  here 2025...,im,3,2025-06-16T08:39:09Z,neutral
@rhinoO007,The old school remix.😁,old school remix,0,2025-06-16T06:49:42Z,neutral
@Sharko_that_guy,After hearing so much horrible phonk music. I can finally be in peace. ❤️,hearing much horrible phonk music finally peace,0,2025-06-16T06:20:02Z,negative
@AnanNinamı,İ forgot the original one because of teto cover,forgot original one teto cover,0,2025-06-16T05:34:03Z,positive
@joannadunne1347,So am i😂,,1,2025-06-16T04:11:36Z,neutral
@mauriziobonomelli6078,"❤😂🎉questa. Canzone da il. Titolo
Al film che ho visto
Anni fà🎉🎉😢😢😮😮",questa canzone da il titolo al film che ho visto anni f,0,2025-06-16T03:57:12Z,neutral
@Mathias-xm5tg,"If songs were bosses from videogames, this would be the final boss.",songs bosses videogames would final boss,1,2025-06-16T03:47:41Z,neutral
@pujanggamerindu1690,Ada bismillah nya di lyric ini,ada bismillah nya di lyric ini,0,2025-06-16T03:40:52Z,positive
@BarbaraValdez-i7m,June 2025.,june,0,2025-06-16T03:40:43Z,neutral
@RaiNeedMoney,Masterpiece,masterpiece,1,2025-06-16T02:49:35Z,neutral
@Rexitow1028,"This is a masterpiece, (ALWAYS) ❤",masterpiece always,1,2025-06-16T02:03:38Z,neutral
@GnzCruyfgaming,Will anyone see this in June 2025 ?,anyone see june,10,2025-06-16T01:24:39Z,neutral
@CourtneyPhilpot-d3p,june 2025?,june,3,2025-06-15T22:57:13Z,neutral
@yvonnetoone7715,50 years later this song still sends shivers down my spine. It has stood the test of time. A classic that will last forever!,years later song still sends shivers spine stood test time classic last forever,94,2025-06-15T20:53:35Z,neutral
@bedelyrics9655,Anyone now,anyone,2,2025-06-15T20:40:57Z,neutral
@Ghost_unofficial,2026 anyone?,anyone,9,2025-06-15T20:37:16Z,neutral
@SkibidiSigmaGumball,Anyone listening to this masterpiece on 15th June 2025?,anyone listening masterpiece th june,32,2025-06-15T20:16:54Z,neutral
@jazepktr9399,0:03,,0,2025-06-15T19:54:16Z,neutral
@lecccc,i cant describe this,cant describe,0,2025-06-15T19:50:41Z,neutral
@touristfromhell2908,what impresses me the most in this video is how everyone managed to have an utter ridiculous haircut🤣,impresses video everyone managed utter ridiculous haircut,0,2025-06-15T19:29:32Z,neutral
@Surreal-f3g,3:55,,0,2025-06-15T18:34:56Z,neutral
@klaskycsupo2167,3:23,,0,2025-06-15T17:27:10Z,neutral
@benjawansedasama7603,ตามมาจาก people you may know ของฟาโรส ไม่รู้เลยวงควีนคืออะไร จนได้ตามมาดูหนังฟังเพลง สุดๆๆค่ะ,people may know,0,2025-06-15T17:26:11Z,neutral
@claudiohenriques429,😎🤘🤘🤘,,0,2025-06-15T16:57:37Z,neutral
@dodoraptor8387,He wrote this song back when he did not know that he would die a tragic death from AIDS...The lyrics foretell his sad ending  😢,wrote song back know would die tragic death aidsthe lyrics foretell sad ending,0,2025-06-15T16:16:16Z,negative
@VaniaMaurício-q9x,"Lindo, e sempre será lindo! Sou de São Paulo Brasil 😊🎉❤",lindo e sempre ser lindo sou de paulo brasil,0,2025-06-15T16:13:21Z,neutral
@MaxTherssen,"Me 3 days before the exam: Teacher, can you explain this to me?
The teacher: 1:56",days exam teacher explain teacher,1,2025-06-15T14:33:08Z,neutral
@maiaherondale3504,2:34,,0,2025-06-15T14:33:02Z,neutral
@maiaherondale3504,2:10,,0,2025-06-15T14:31:45Z,neutral
@RuslanRamin,Chan's roomdan geldim,chans roomdan geldim,0,2025-06-15T14:15:57Z,neutral
@BreadAndButterForASmile,"Bohemian rhapsody is something more than a song.
Whenever I heard this song, I felt like I am watching an episode of a movie.",bohemian rhapsody something song whenever heard song felt like watching episode movie,0,2025-06-15T13:56:28Z,neutral
@worldomination-2410,https://youtube.com/watch?v=6wFXugMp_5Q&si=_SDtIZpezfs6nPWU,,0,2025-06-15T13:21:40Z,neutral
@RetoKaufmann-w1o,"!!!Excellent, varied rock radio station. Google it: ""shogun rocks laut""  Have fun!",excellent varied rock radio station google shogun rocks laut fun,0,2025-06-15T11:58:09Z,positive
@LeoChorlton,Class,class,1,2025-06-15T11:06:18Z,neutral
@LeoChorlton,Class,class,1,2025-06-15T11:06:02Z,neutral
@LeoChorlton,Clasd,clasd,1,2025-06-15T11:05:35Z,neutral
@outgrown3094,"1570 DAYS listening to Bohemian Rhapsody everyday, until im famous 15rth june",days listening bohemian rhapsody everyday im famous rth june,4,2025-06-15T10:08:05Z,neutral
@liluuulalala1810,"Dopóki żyję, będę tu wracać ❤
Nie ma i nie będzie drugiego takiego Artysty😢",dopki yj bd tu wraca nie nie bdzie drugiego takiego artysty,1,2025-06-15T09:39:25Z,neutral
@วีรพลติปิน,2025,,3,2025-06-15T09:27:36Z,neutral
@iwasrightttt,tribute to freddie..,tribute freddie,0,2025-06-15T09:20:40Z,neutral
@ミムラコウヨウ,I was born to love queen❤,born love queen,0,2025-06-15T08:51:08Z,positive
@danititti-f7p,It's my favorite song Bohemian rhapsody. Queen legendary,favorite song bohemian rhapsody queen legendary,1,2025-06-15T08:49:47Z,positive
@Jomphol-mf,Sometimes I wish I was never born.. Hits hard ☹️,sometimes wish never born hits hard,0,2025-06-15T08:38:25Z,negative
@neyantalan4404,"1:55 
Explains my grades and my love life",explains grades love life,0,2025-06-15T08:18:57Z,positive
@standodge7687,"I tried very hard to like queen but I don't understand their music at all, same with Nirvana, I don't understand their music either",tried hard like queen dont understand music nirvana dont understand music either,0,2025-06-15T08:06:26Z,negative
@MyNerfArsenal,"The moment you start playing this song, you MUST finish it",moment start playing song must finish,0,2025-06-15T07:19:45Z,neutral
@USA_Government69,"W song. Also, do you have any oil just asking for a friend?",w song also oil asking friend,1,2025-06-15T07:05:36Z,neutral
@ln0vels_jett,Played this for my recital (I sang 😭,played recital sang,3,2025-06-15T06:58:55Z,neutral
@waterappl,luv,luv,1,2025-06-15T06:39:24Z,neutral
@hateUmankind,almost at 2 Billion Views let make it happen,almost billion views let make happen,1,2025-06-15T05:23:39Z,neutral
@AlexBansemer,This is not a good song 😕,good song,1,2025-06-15T05:16:17Z,positive
@towniepats4409,Agnetha timeless beauty omg😊,agnetha timeless beauty omg,1,2025-06-15T02:56:20Z,neutral
@annabostani5251,Lg seumur hidup ini🎉,lg seumur hidup ini,1,2025-06-15T02:52:12Z,neutral
@bonniegoodman1526,Still Loving QUEEN In 2025,still loving queen,2,2025-06-15T02:50:17Z,positive
@chesantiago2,2025 and I'm here,im,5,2025-06-15T02:18:34Z,neutral
@EmmanuelEspiritu-c3c,This is masterpiece that cannot be made again.,masterpiece cannot made,11,2025-06-15T01:59:36Z,neutral
@monicaporma1410,"Una obra de arte para disfrutar de principio a fin,en cualquier momento de la vida",una obra de arte para disfrutar de principio finen cualquier momento de la vida,1,2025-06-15T01:44:53Z,neutral
@eddiebenzz,Wanna face the truth ? You’re a man .  Not a woman,wanna face truth youre man woman,1,2025-06-15T01:38:30Z,neutral
@BakhtawarDaoud,Why are they saying Bismillah???? Its so disrespectful to our religion😭😭,saying bismillah disrespectful religion,0,2025-06-15T01:37:22Z,neutral
@martinrivas4431,Junio 2025 u.u,junio uu,0,2025-06-15T01:22:54Z,neutral
@AidenKreutzmann,This is my favourite song ever. I don't think any other song has ever been such an artpiece as this one. Thanks for all the awesome music!,favourite song ever dont think song ever artpiece one thanks awesome music,1,2025-06-15T01:15:12Z,positive
@CR-ty5eg,"As a lifelong Queen fan who has lived as long as Brian May, I can only put my heartfelt thanks for an amazing period of incredibly unique music,  There has never been, and never will be, such a unique band as QUEEN",lifelong queen fan lived long brian may put heartfelt thanks amazing period incredibly unique music never never unique band queen,0,2025-06-15T01:13:03Z,neutral
@greyyfoxx,ALLLLLLL TIME FAVORITE ❤,alllllll time favorite,0,2025-06-15T00:55:34Z,positive
@DPB2025,"The lyrics of Bohemian Rhapsody are timeless—haunting, beautiful, and honest.
Queen poured raw emotion and brilliance into every word and note.
In today’s noisy world, this reminds us that music still has the power to express what we often can’t say. Art like this lives forever.",lyrics bohemian rhapsody timelesshaunting beautiful honest queen poured raw emotion brilliance every word note todays noisy world reminds us music still power express often cant say art like lives forever,0,2025-06-15T00:34:45Z,positive
@madking6768,Still my fav song 2025,still fav song,3,2025-06-15T00:16:04Z,neutral
@JulianaRodriguesCruz-g1e7h,Cheguei aqui atrás de Verity,cheguei aqui atrs de verity,0,2025-06-14T23:06:52Z,neutral
@emmahernandez9953,"LYRICS

Is this the real life? Is this just fantasy?
Caught in a landslide, no escape from reality
Open your eyes, look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go
Little high, little low
Any way the wind blows doesn't really matter to me, to me
Mama, just killed a man
Put a gun against his head, pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away
Mama, ooh, didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters
Too late, my time has come
Sends shivers down my spine, body's aching all the time
Goodbye, everybody, I've got to go
Gotta leave you all behind and face the truth
Mama, ooh (any way the wind blows)
I don't wanna die
I sometimes wish I'd never been born at all
I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning, very, very frightening me
(Galileo) Galileo, (Galileo) Galileo, Galileo Figaro, magnifico
But I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity
Easy come, easy go, will you let me go?
بِسْمِ ٱللَّٰهِ
No, we will not let you go (let him go)
بِسْمِ ٱللَّٰهِ
We will not let you go (let him go)
بِسْمِ ٱللَّٰهِ
We will not let you go (let me go)
Will not let you go (let me go)
Will not let you go (never, never, never, never let me go)
No, no, no, no, no, no, no
Oh, mamma mia, mamma mia
Mamma mia, let me go
Beelzebub has a devil put aside for me, for me, for me
So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby, can't do this to me, baby
Just gotta get out, just gotta get right outta here
Ooh
Ooh, yeah, ooh, yeah
Nothing really matters, anyone can see
Nothing really matters
Nothing really matters to me",lyrics real life fantasy caught landslide escape reality open eyes look skies see im poor boy need sympathy im easy come easy go little high little low way wind blows doesnt really matter mama killed man put gun head pulled trigger hes dead mama life begun ive gone thrown away mama ooh didnt mean make cry im back time tomorrow carry carry nothing really matters late time come sends shivers spine bodys aching time goodbye everybody ive got go gotta leave behind face truth mama ooh way wind blows dont wanna die sometimes wish id never born see little silhouetto man scaramouche scaramouche fandango thunderbolt lightning frightening galileo galileo galileo galileo galileo figaro magnifico im poor boy nobody loves hes poor boy poor family spare life monstrosity easy come easy go let go let go let go let go let go let go let go let go let go let go never never never never let go oh mamma mia mamma mia mamma mia let go beelzebub devil put aside think stone spit eye think love leave die oh baby cant baby gotta get gotta get right outta ooh ooh yeah ooh yeah nothing really matters anyone see nothing really matters nothing really matters,9,2025-06-14T22:40:49Z,neutral
@Mick_RS,"I ask to AI , what’s perfect music using precision , lyric , metric and the answer was this precious",ask ai whats perfect music using precision lyric metric answer precious,1,2025-06-14T22:20:42Z,positive
@israelbezerra1457,Anyone in 234567?,anyone,1,2025-06-14T20:49:14Z,neutral
@alisoninwonderland8398,"The line “mama oooooooihhhhh, I don’t wanna die, sometimes wish I’d never been born at all” gets me every time ❤",line mama oooooooihhhhh dont wanna die sometimes wish id never born gets every time,32,2025-06-14T20:06:15Z,neutral
@andrewszypulski3176,Masterful,masterful,0,2025-06-14T19:40:45Z,positive
@juscileneferrazdasilva5850,Gosto de todas as músicas. Iove Queen ❤,gosto de todas msicas iove queen,0,2025-06-14T19:39:17Z,neutral
@nesesenel0611,thank you freddie<3,thank freddie,1,2025-06-14T18:37:32Z,neutral
@ederferreirapaulo2388,OBRA PRIMA 🤩🤩🤩🤩🤩,obra prima,2,2025-06-14T17:49:36Z,neutral
@ЮлійТимченков,"В одній пісні сумістити 4 різно-полярні напрямки музики.
На таке був здатен тільки безсмертний Фреді Меркюрі.",,1,2025-06-14T17:33:20Z,neutral
@holender1987,Let's make this song reach over 2 billion views on Freddie's 69th birthday,lets make song reach billion views freddies th birthday,1,2025-06-14T16:43:25Z,neutral
@diegoeqwBR,QUASE EM 2 BILHOES,quase em bilhoes,1,2025-06-14T16:39:43Z,neutral
@CharlieIsW13,Doing this song for my 8th grade talent show next year!! I have just been in love with Freddie and the band! ❤ Rip my kind mercury! (Dw I’ll post the video on my YouTube next year!),song th grade talent show next year love freddie band rip kind mercury dw ill post video youtube next year,2,2025-06-14T15:27:54Z,neutral
@sheilaromero57,1:25 I found the meme ❤,found meme,1,2025-06-14T14:59:36Z,neutral
@extremecore461,"wow, it's almost 2B views! because this is Masterpiece",wow almost b views masterpiece,0,2025-06-14T14:52:09Z,neutral
@marinalind1731,💞,,0,2025-06-14T14:50:50Z,neutral
@omarkimbaca1386,Anyone here Mamachu sing this on stationhead? 😂,anyone mamachu sing stationhead,0,2025-06-14T14:46:14Z,neutral
@SaraMaldonado-t9n,"Bohemian Rhapsody is one of the most best and creative songs I've listened to! Im listening to it this 2025 of June and I can feel myself being the ""poor little boy"" of the song. I've gotta say that my favorite part of the song is of course ""I see a little silhouetto of man. Scaramouch! Scaramouch! Will you do the Fandango? Thunder bolts and lightning, Very very frightning! Galileo, Galileo. Galileo, Galileo. Galileo Magnífico"" ect. 3:08",bohemian rhapsody one best creative songs ive listened im listening june feel poor little boy song ive gotta say favorite part song course see little silhouetto man scaramouch scaramouch fandango thunder bolts lightning frightning galileo galileo galileo galileo galileo magnfico ect,1,2025-06-14T14:29:21Z,positive
@mashiroshiina9879,zzzzzzzzzzz,zzzzzzzzzzz,1,2025-06-14T14:12:30Z,neutral
@jacobsnape420,July 2026 anyone?,july anyone,1,2025-06-14T13:19:30Z,neutral
@nickaustin3664,An absolute epic so legendary. R.I.P Freddie we wish you peace and miss you so. Your royal highness you we're brilliant.,absolute epic legendary rip freddie wish peace miss royal highness brilliant,1,2025-06-14T12:48:44Z,positive
@Don-AWR,عامل ترتك جديد حاجه ف الطرش منو خش اسمعو وقولي رايك❤❤❤❤❤❤,,0,2025-06-14T12:19:46Z,neutral
@aujidhaniya5923,went here ASAP after watching silco died in arcane season 1,went asap watching silco died arcane season,0,2025-06-14T11:43:51Z,neutral
@chaddrake1148,Yep,yep,0,2025-06-14T11:34:31Z,neutral
@I_power2408,2025 ?,,2,2025-06-14T11:32:17Z,neutral
@paulateixeira9971,Every body!!!!!,every body,0,2025-06-14T11:28:14Z,neutral
@outgrown3094,"1569 DAYS listening to Bohemian Rhapsody everyday, until im famous 14th june",days listening bohemian rhapsody everyday im famous th june,0,2025-06-14T09:35:34Z,neutral
@asya4709,2:41 Brian May can still make me giggle,brian may still make giggle,0,2025-06-14T08:21:51Z,neutral
@MariateresaRusso-k5b,Queen forever 👑👑,queen forever,1,2025-06-14T07:47:55Z,neutral
@pedromiller69,"SUICIDE SQUAD 
ESQUADRÃO SUICIDA ❤",suicide squad esquadro suicida,0,2025-06-14T04:57:20Z,neutral
@Bendaboi,After Brian May’s solo thing just get….. well………weird,brian mays solo thing get wellweird,0,2025-06-14T03:43:55Z,neutral
@karenvincent-g2o,Of my brother. He died over 30 something years ago,brother died something years ago,0,2025-06-14T03:37:49Z,neutral
@MauricioGarciaCalderon-ww6sh,Me😊,,0,2025-06-14T03:32:46Z,neutral
@BriePotocki,Masterful ❤,masterful,1,2025-06-14T01:59:16Z,positive
@peterdennis6669,THE BEST SONG EVERRR❤,best song everrr,2,2025-06-14T01:52:25Z,positive
@Vejur9000,"“So you think you can love me, and leave me to die..”",think love leave die,1,2025-06-14T01:22:19Z,positive
@Bluntz47,Here here! Queens best song! Remember this in high school! I'm  60 now!❤😂❤😢😊🎉😂❤,queens best song remember high school im,0,2025-06-14T01:08:13Z,positive
@joaocoelho1313,Alguém mais ouvindo em 300 A.C?,algum mais ouvindo em ac,1,2025-06-14T00:32:18Z,neutral
@AdrianoTorres-g5n,"Fredy is the best rock star for me.

Fredy es la mejor estrella de rock.",fredy best rock star fredy es la mejor estrella de rock,2,2025-06-14T00:11:07Z,positive
@natehuizinga1872,Thick of it,thick,0,2025-06-13T23:36:01Z,negative
@staceymcallister8109,Reminds me of My Life 50 years ago,reminds life years ago,1,2025-06-13T23:11:07Z,neutral
@greyyfoxx,"This is it right here, always has been my favorite queen song and always will be 🙌🏽❣️❣️❣️",right always favorite queen song always,0,2025-06-13T21:03:08Z,positive
@tyzundel7354,I will always be here. God I wish he was still alive.,always god wish still alive,1,2025-06-13T20:25:11Z,neutral
@RaulRios-b5k,Big cat and her kittens MARITZA AND  HER KITTENS,big cat kittens maritza kittens,1,2025-06-13T19:41:30Z,neutral
@sebastiangnalli2196,Grande Freddy un cante eccellente  con un buon gruppo.,grande freddy un cante eccellente con un buon gruppo,2,2025-06-13T18:50:28Z,neutral
@EmmaPlay-roblox,"an pasado 16 años desde que esta cancion salio, y youtube me sigue poniedo esta cancion",pasado aos desde que esta cancion salio youtube sigue poniedo esta cancion,0,2025-06-13T18:43:14Z,neutral
@volkancevik332,Anyone in 2037???,anyone,8,2025-06-13T18:03:39Z,neutral
@giuseppealfano6475,QUEEN FOREVER❤❤❤❤❤❤❤,queen forever,0,2025-06-13T17:45:36Z,neutral
@JoshuaMontano-m6m,"Man, this song feels nostalgic for me. Years ago, I used to play this song on repeat for so many times while I was playing Left 4 Dead 2. It was my favorite song back then (My favorite song today is A Day In The Life - The Beatles). Until now, or maybe forever, this song reminds me of my childhood, even though the plot of the song is different. A lot has changed, especially that I became a Beatles fan, but still, I respect Queen and still listen to their music.

 Rip Freddie, John, and George... yall will be forever missed and remembered.",man song feels nostalgic years ago used play song repeat many times playing left dead favorite song back favorite song today day life beatles maybe forever song reminds childhood even though plot song different lot changed especially became beatles fan still respect queen still listen music rip freddie john george yall forever missed remembered,0,2025-06-13T15:42:09Z,neutral
@MukeshRay-kc1fd,Rilegon chpan,rilegon chpan,0,2025-06-13T15:41:47Z,neutral
@CARLROGERS-u6w,"me gustaba esta cansio de nino, ahora tengo 10 anos i me sige gustandos",gustaba esta cansio de nino ahora tengo anos sige gustandos,0,2025-06-13T15:18:25Z,neutral
@reginoa5614,Yessss 😢🎉😊🎉,yessss,0,2025-06-13T15:17:06Z,neutral
@somalin10,happy 75th birthday Freddie (2025),happy th birthday freddie,0,2025-06-13T13:04:41Z,positive
@shanesiva187,"I Woz 11 years old in 1975 when we watched Queen on Top of The Pops perform BR' and this Vid when it was shown , i remember being amazed even back then and still love it today , im 62 now  and still have the 45rpm vinyl singles i got with my pocket money.and 33rpm LPs . God Bless Freddie, & Queen.",woz years old watched queen top pops perform br vid shown remember amazed even back still love today im still rpm vinyl singles got pocket moneyand rpm lps god bless freddie queen,13,2025-06-13T12:57:42Z,positive
@sandragonessa,Absolutely perfect rock opera.💜,absolutely perfect rock opera,0,2025-06-13T12:42:04Z,positive
@starindocenter,Juni 2025,juni,0,2025-06-13T12:16:56Z,neutral
@christinaleger-z5l,Merlin Mitchell and peanut Mitchell Barbara Mitchell and Susan Lowe murder Gloria and Dennis HUCKABY to this song,merlin mitchell peanut mitchell barbara mitchell susan lowe murder gloria dennis huckaby song,0,2025-06-13T11:22:17Z,neutral
@MickBrady-s9z,Hard to belive the song is 50 years old this year and is as fresh and as brilliant as the day it was realised a classic.,hard belive song years old year fresh brilliant day realised classic,0,2025-06-13T10:44:42Z,positive
@MickBrady-s9z,Quite simply the man was a genius r.i.p Freddie.,quite simply man genius rip freddie,0,2025-06-13T10:41:12Z,neutral
@Ddejavu1986,Fredy Mercury perfect,fredy mercury perfect,0,2025-06-13T10:40:17Z,positive
@zaraki78,I like the song,like song,0,2025-06-13T09:22:02Z,neutral
@outgrown3094,"1568  DAYS listening to Bohemian Rhapsody everyday, until im famous 13th june",days listening bohemian rhapsody everyday im famous th june,0,2025-06-13T09:01:30Z,neutral
@Undeath2222,2025 in?,,0,2025-06-13T09:00:27Z,neutral
@TheLastOfUs-u6z,Still as beautiful as ever — I used to listen to this when I was a kid,still beautiful ever used listen kid,0,2025-06-13T07:22:55Z,positive
@rap1staskl8r,shit made me cry,shit made cry,0,2025-06-13T06:48:48Z,neutral
@sisonkeshandu,13 June 2025,june,0,2025-06-13T05:36:53Z,neutral
@newplaylists-z2c,Aaron the Apple: The Movie (1979),aaron apple movie,0,2025-06-13T05:32:47Z,neutral
@mahouoffear,i had a really bad phase with queen (especislly this song) and this is making me nostalgic a little lol 😭,really bad phase queen especislly song making nostalgic little lol,0,2025-06-13T05:31:42Z,neutral
@Jessica-i8c7z,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉,,0,2025-06-13T05:07:26Z,neutral
@Thomasshelbyggs,1:25 is my fav part,fav part,0,2025-06-13T04:23:08Z,neutral
@Johnteo8613,Bohemian Rhapsody te quiero mucho 😘❤😊,bohemian rhapsody te quiero mucho,0,2025-06-13T03:54:00Z,neutral
@AndrewAlvarado-oq2oynlj,Truly trying to understand the hype. Please explain.,truly trying understand hype please explain,0,2025-06-13T03:03:14Z,neutral
@carolbarrow8705,I should say I’m sharing these songs! Maadie,say im sharing songs maadie,0,2025-06-13T02:20:38Z,neutral
@carolbarrow8705,I’ m playing these songs! Maddie,playing songs maddie,0,2025-06-13T02:19:48Z,neutral
@carolbarrow8705,I’m loving it! Maddie,im loving maddie,0,2025-06-13T02:18:12Z,positive
@rvx_ibr1625,Bismillah?,bismillah,0,2025-06-13T01:37:31Z,neutral
